Created as New Dataset,Sample 059 By ir Date Thursday, May 07 2015
cm-1,A
4490.50,-0.0039
4490.38,-0.0040
4490.25,-0.0038
4490.13,-0.0035
4490.00,-0.0034
4489.88,-0.0033
4489.75,-0.0034
4489.63,-0.0035
4489.50,-0.0036
4489.38,-0.0037
4489.25,-0.0037
4489.13,-0.0037
4489.00,-0.0037
4488.88,-0.0038
4488.75,-0.0039
4488.63,-0.0039
4488.50,-0.0038
4488.38,-0.0038
4488.25,-0.0037
4488.13,-0.0036
4488.00,-0.0035
4487.88,-0.0036
4487.75,-0.0036
4487.63,-0.0036
4487.50,-0.0037
4487.38,-0.0037
4487.25,-0.0037
4487.13,-0.0036
4487.00,-0.0036
4486.88,-0.0035
4486.75,-0.0035
4486.63,-0.0035
4486.50,-0.0036
4486.38,-0.0037
4486.25,-0.0037
4486.13,-0.0037
4486.00,-0.0036
4485.88,-0.0036
4485.75,-0.0036
4485.63,-0.0037
4485.50,-0.0038
4485.38,-0.0040
4485.25,-0.0039
4485.13,-0.0037
4485.00,-0.0035
4484.88,-0.0035
4484.75,-0.0037
4484.63,-0.0037
4484.50,-0.0037
4484.38,-0.0035
4484.25,-0.0035
4484.13,-0.0035
4484.00,-0.0036
4483.88,-0.0037
4483.75,-0.0037
4483.63,-0.0036
4483.50,-0.0035
4483.38,-0.0034
4483.25,-0.0034
4483.13,-0.0035
4483.00,-0.0037
4482.88,-0.0039
4482.75,-0.0038
4482.63,-0.0036
4482.50,-0.0035
4482.38,-0.0034
4482.25,-0.0035
4482.13,-0.0036
4482.00,-0.0037
4481.88,-0.0037
4481.75,-0.0037
4481.63,-0.0037
4481.50,-0.0036
4481.38,-0.0036
4481.25,-0.0036
4481.13,-0.0036
4481.00,-0.0036
4480.88,-0.0036
4480.75,-0.0037
4480.63,-0.0037
4480.50,-0.0037
4480.38,-0.0038
4480.25,-0.0039
4480.13,-0.0039
4480.00,-0.0039
4479.88,-0.0040
4479.75,-0.0039
4479.63,-0.0038
4479.50,-0.0036
4479.38,-0.0036
4479.25,-0.0036
4479.13,-0.0036
4479.00,-0.0036
4478.88,-0.0036
4478.75,-0.0035
4478.63,-0.0033
4478.50,-0.0033
4478.38,-0.0034
4478.25,-0.0036
4478.13,-0.0038
4478.00,-0.0038
4477.88,-0.0039
4477.75,-0.0039
4477.63,-0.0039
4477.50,-0.0037
4477.38,-0.0036
4477.25,-0.0035
4477.13,-0.0034
4477.00,-0.0034
4476.88,-0.0035
4476.75,-0.0036
4476.63,-0.0037
4476.50,-0.0038
4476.38,-0.0038
4476.25,-0.0038
4476.13,-0.0038
4476.00,-0.0038
4475.88,-0.0038
4475.75,-0.0039
4475.63,-0.0038
4475.50,-0.0037
4475.38,-0.0035
4475.25,-0.0035
4475.13,-0.0036
4475.00,-0.0036
4474.88,-0.0035
4474.75,-0.0034
4474.63,-0.0034
4474.50,-0.0035
4474.38,-0.0035
4474.25,-0.0034
4474.13,-0.0033
4474.00,-0.0034
4473.88,-0.0036
4473.75,-0.0036
4473.63,-0.0036
4473.50,-0.0036
4473.38,-0.0035
4473.25,-0.0034
4473.13,-0.0033
4473.00,-0.0033
4472.88,-0.0034
4472.75,-0.0035
4472.63,-0.0037
4472.50,-0.0039
4472.38,-0.0040
4472.25,-0.0038
4472.13,-0.0038
4472.00,-0.0038
4471.88,-0.0039
4471.75,-0.0038
4471.63,-0.0037
4471.50,-0.0036
4471.38,-0.0036
4471.25,-0.0035
4471.13,-0.0035
4471.00,-0.0036
4470.88,-0.0038
4470.75,-0.0038
4470.63,-0.0037
4470.50,-0.0037
4470.38,-0.0037
4470.25,-0.0037
4470.13,-0.0036
4470.00,-0.0035
4469.88,-0.0036
4469.75,-0.0036
4469.63,-0.0038
4469.50,-0.0039
4469.38,-0.0040
4469.25,-0.0039
4469.13,-0.0037
4469.00,-0.0036
4468.88,-0.0036
4468.75,-0.0037
4468.63,-0.0036
4468.50,-0.0036
4468.38,-0.0037
4468.25,-0.0037
4468.13,-0.0037
4468.00,-0.0037
4467.88,-0.0036
4467.75,-0.0033
4467.63,-0.0030
4467.50,-0.0027
4467.38,-0.0029
4467.25,-0.0033
4467.13,-0.0036
4467.00,-0.0037
4466.88,-0.0036
4466.75,-0.0035
4466.63,-0.0034
4466.50,-0.0034
4466.38,-0.0036
4466.25,-0.0036
4466.13,-0.0036
4466.00,-0.0034
4465.88,-0.0034
4465.75,-0.0035
4465.63,-0.0036
4465.50,-0.0036
4465.38,-0.0036
4465.25,-0.0036
4465.13,-0.0036
4465.00,-0.0035
4464.88,-0.0035
4464.75,-0.0036
4464.63,-0.0037
4464.50,-0.0037
4464.38,-0.0037
4464.25,-0.0037
4464.13,-0.0036
4464.00,-0.0036
4463.88,-0.0036
4463.75,-0.0037
4463.63,-0.0038
4463.50,-0.0037
4463.38,-0.0036
4463.25,-0.0036
4463.13,-0.0037
4463.00,-0.0037
4462.88,-0.0037
4462.75,-0.0035
4462.63,-0.0034
4462.50,-0.0033
4462.38,-0.0034
4462.25,-0.0036
4462.13,-0.0035
4462.00,-0.0032
4461.88,-0.0028
4461.75,-0.0029
4461.63,-0.0033
4461.50,-0.0037
4461.38,-0.0039
4461.25,-0.0039
4461.13,-0.0038
4461.00,-0.0037
4460.88,-0.0035
4460.75,-0.0034
4460.63,-0.0034
4460.50,-0.0036
4460.38,-0.0037
4460.25,-0.0037
4460.13,-0.0037
4460.00,-0.0037
4459.88,-0.0037
4459.75,-0.0038
4459.63,-0.0038
4459.50,-0.0037
4459.38,-0.0035
4459.25,-0.0035
4459.13,-0.0037
4459.00,-0.0038
4458.88,-0.0039
4458.75,-0.0038
4458.63,-0.0038
4458.50,-0.0038
4458.38,-0.0038
4458.25,-0.0039
4458.13,-0.0040
4458.00,-0.0040
4457.88,-0.0038
4457.75,-0.0036
4457.63,-0.0035
4457.50,-0.0035
4457.38,-0.0035
4457.25,-0.0035
4457.13,-0.0036
4457.00,-0.0036
4456.88,-0.0035
4456.75,-0.0034
4456.63,-0.0034
4456.50,-0.0034
4456.38,-0.0033
4456.25,-0.0032
4456.13,-0.0032
4456.00,-0.0032
4455.88,-0.0032
4455.75,-0.0032
4455.63,-0.0034
4455.50,-0.0036
4455.38,-0.0038
4455.25,-0.0038
4455.13,-0.0037
4455.00,-0.0036
4454.88,-0.0035
4454.75,-0.0034
4454.63,-0.0035
4454.50,-0.0038
4454.38,-0.0038
4454.25,-0.0037
4454.13,-0.0035
4454.00,-0.0034
4453.88,-0.0035
4453.75,-0.0036
4453.63,-0.0037
4453.50,-0.0037
4453.38,-0.0037
4453.25,-0.0037
4453.13,-0.0037
4453.00,-0.0037
4452.88,-0.0037
4452.75,-0.0037
4452.63,-0.0037
4452.50,-0.0038
4452.38,-0.0039
4452.25,-0.0038
4452.13,-0.0036
4452.00,-0.0036
4451.88,-0.0036
4451.75,-0.0037
4451.63,-0.0037
4451.50,-0.0036
4451.38,-0.0035
4451.25,-0.0032
4451.13,-0.0031
4451.00,-0.0031
4450.88,-0.0033
4450.75,-0.0034
4450.63,-0.0033
4450.50,-0.0033
4450.38,-0.0032
4450.25,-0.0031
4450.13,-0.0031
4450.00,-0.0031
4449.88,-0.0032
4449.75,-0.0033
4449.63,-0.0034
4449.50,-0.0036
4449.38,-0.0038
4449.25,-0.0039
4449.13,-0.0039
4449.00,-0.0038
4448.88,-0.0038
4448.75,-0.0038
4448.63,-0.0038
4448.50,-0.0037
4448.38,-0.0036
4448.25,-0.0036
4448.13,-0.0036
4448.00,-0.0036
4447.88,-0.0037
4447.75,-0.0037
4447.63,-0.0038
4447.50,-0.0038
4447.38,-0.0038
4447.25,-0.0037
4447.13,-0.0037
4447.00,-0.0037
4446.88,-0.0038
4446.75,-0.0038
4446.63,-0.0037
4446.50,-0.0036
4446.38,-0.0035
4446.25,-0.0036
4446.13,-0.0037
4446.00,-0.0038
4445.88,-0.0038
4445.75,-0.0037
4445.63,-0.0036
4445.50,-0.0036
4445.38,-0.0036
4445.25,-0.0036
4445.13,-0.0036
4445.00,-0.0036
4444.88,-0.0035
4444.75,-0.0033
4444.63,-0.0031
4444.50,-0.0029
4444.38,-0.0027
4444.25,-0.0026
4444.13,-0.0027
4444.00,-0.0029
4443.88,-0.0033
4443.75,-0.0037
4443.63,-0.0039
4443.50,-0.0039
4443.38,-0.0037
4443.25,-0.0035
4443.13,-0.0035
4443.00,-0.0036
4442.88,-0.0037
4442.75,-0.0036
4442.63,-0.0036
4442.50,-0.0035
4442.38,-0.0036
4442.25,-0.0036
4442.13,-0.0038
4442.00,-0.0038
4441.88,-0.0038
4441.75,-0.0037
4441.63,-0.0038
4441.50,-0.0039
4441.38,-0.0038
4441.25,-0.0036
4441.13,-0.0035
4441.00,-0.0035
4440.88,-0.0035
4440.75,-0.0034
4440.63,-0.0034
4440.50,-0.0034
4440.38,-0.0034
4440.25,-0.0034
4440.13,-0.0034
4440.00,-0.0033
4439.88,-0.0033
4439.75,-0.0033
4439.63,-0.0036
4439.50,-0.0038
4439.38,-0.0038
4439.25,-0.0035
4439.13,-0.0034
4439.00,-0.0033
4438.88,-0.0032
4438.75,-0.0030
4438.63,-0.0028
4438.50,-0.0028
4438.38,-0.0029
4438.25,-0.0030
4438.13,-0.0031
4438.00,-0.0032
4437.88,-0.0033
4437.75,-0.0034
4437.63,-0.0034
4437.50,-0.0035
4437.38,-0.0036
4437.25,-0.0036
4437.13,-0.0037
4437.00,-0.0038
4436.88,-0.0037
4436.75,-0.0036
4436.63,-0.0036
4436.50,-0.0037
4436.38,-0.0037
4436.25,-0.0035
4436.13,-0.0034
4436.00,-0.0036
4435.88,-0.0038
4435.75,-0.0037
4435.63,-0.0036
4435.50,-0.0035
4435.38,-0.0035
4435.25,-0.0036
4435.13,-0.0037
4435.00,-0.0038
4434.88,-0.0038
4434.75,-0.0036
4434.63,-0.0036
4434.50,-0.0037
4434.38,-0.0038
4434.25,-0.0038
4434.13,-0.0037
4434.00,-0.0038
4433.88,-0.0038
4433.75,-0.0037
4433.63,-0.0035
4433.50,-0.0034
4433.38,-0.0033
4433.25,-0.0032
4433.13,-0.0031
4433.00,-0.0031
4432.88,-0.0030
4432.75,-0.0030
4432.63,-0.0029
4432.50,-0.0030
4432.38,-0.0030
4432.25,-0.0030
4432.13,-0.0029
4432.00,-0.0029
4431.88,-0.0030
4431.75,-0.0032
4431.63,-0.0033
4431.50,-0.0034
4431.38,-0.0034
4431.25,-0.0035
4431.13,-0.0037
4431.00,-0.0039
4430.88,-0.0039
4430.75,-0.0037
4430.63,-0.0034
4430.50,-0.0034
4430.38,-0.0034
4430.25,-0.0034
4430.13,-0.0034
4430.00,-0.0034
4429.88,-0.0035
4429.75,-0.0036
4429.63,-0.0037
4429.50,-0.0038
4429.38,-0.0037
4429.25,-0.0036
4429.13,-0.0035
4429.00,-0.0036
4428.88,-0.0036
4428.75,-0.0035
4428.63,-0.0036
4428.50,-0.0037
4428.38,-0.0038
4428.25,-0.0037
4428.13,-0.0036
4428.00,-0.0035
4427.88,-0.0035
4427.75,-0.0036
4427.63,-0.0036
4427.50,-0.0035
4427.38,-0.0035
4427.25,-0.0034
4427.13,-0.0034
4427.00,-0.0034
4426.88,-0.0033
4426.75,-0.0032
4426.63,-0.0030
4426.50,-0.0028
4426.38,-0.0027
4426.25,-0.0027
4426.13,-0.0027
4426.00,-0.0028
4425.88,-0.0029
4425.75,-0.0029
4425.63,-0.0030
4425.50,-0.0032
4425.38,-0.0034
4425.25,-0.0036
4425.13,-0.0037
4425.00,-0.0037
4424.88,-0.0035
4424.75,-0.0034
4424.63,-0.0035
4424.50,-0.0037
4424.38,-0.0039
4424.25,-0.0039
4424.13,-0.0037
4424.00,-0.0036
4423.88,-0.0035
4423.75,-0.0036
4423.63,-0.0037
4423.50,-0.0037
4423.38,-0.0035
4423.25,-0.0034
4423.13,-0.0034
4423.00,-0.0035
4422.88,-0.0035
4422.75,-0.0035
4422.63,-0.0035
4422.50,-0.0036
4422.38,-0.0036
4422.25,-0.0035
4422.13,-0.0035
4422.00,-0.0036
4421.88,-0.0036
4421.75,-0.0035
4421.63,-0.0035
4421.50,-0.0034
4421.38,-0.0034
4421.25,-0.0033
4421.13,-0.0033
4421.00,-0.0033
4420.88,-0.0032
4420.75,-0.0030
4420.63,-0.0030
4420.50,-0.0030
4420.38,-0.0029
4420.25,-0.0027
4420.13,-0.0026
4420.00,-0.0026
4419.88,-0.0026
4419.75,-0.0026
4419.63,-0.0027
4419.50,-0.0029
4419.38,-0.0032
4419.25,-0.0033
4419.13,-0.0034
4419.00,-0.0035
4418.88,-0.0035
4418.75,-0.0034
4418.63,-0.0034
4418.50,-0.0036
4418.38,-0.0036
4418.25,-0.0036
4418.13,-0.0034
4418.00,-0.0034
4417.88,-0.0034
4417.75,-0.0034
4417.63,-0.0034
4417.50,-0.0035
4417.38,-0.0035
4417.25,-0.0035
4417.13,-0.0035
4417.00,-0.0035
4416.88,-0.0035
4416.75,-0.0034
4416.63,-0.0034
4416.50,-0.0036
4416.38,-0.0036
4416.25,-0.0035
4416.13,-0.0034
4416.00,-0.0035
4415.88,-0.0036
4415.75,-0.0036
4415.63,-0.0035
4415.50,-0.0033
4415.38,-0.0033
4415.25,-0.0033
4415.13,-0.0034
4415.00,-0.0035
4414.88,-0.0035
4414.75,-0.0034
4414.63,-0.0033
4414.50,-0.0032
4414.38,-0.0031
4414.25,-0.0031
4414.13,-0.0031
4414.00,-0.0029
4413.88,-0.0027
4413.75,-0.0025
4413.63,-0.0024
4413.50,-0.0025
4413.38,-0.0026
4413.25,-0.0027
4413.13,-0.0028
4413.00,-0.0030
4412.88,-0.0030
4412.75,-0.0030
4412.63,-0.0031
4412.50,-0.0034
4412.38,-0.0035
4412.25,-0.0036
4412.13,-0.0036
4412.00,-0.0037
4411.88,-0.0037
4411.75,-0.0037
4411.63,-0.0037
4411.50,-0.0037
4411.38,-0.0037
4411.25,-0.0036
4411.13,-0.0035
4411.00,-0.0035
4410.88,-0.0035
4410.75,-0.0035
4410.63,-0.0034
4410.50,-0.0032
4410.38,-0.0031
4410.25,-0.0032
4410.13,-0.0034
4410.00,-0.0037
4409.88,-0.0037
4409.75,-0.0036
4409.63,-0.0037
4409.50,-0.0039
4409.38,-0.0040
4409.25,-0.0038
4409.13,-0.0036
4409.00,-0.0035
4408.88,-0.0035
4408.75,-0.0034
4408.63,-0.0032
4408.50,-0.0032
4408.38,-0.0032
4408.25,-0.0031
4408.13,-0.0031
4408.00,-0.0032
4407.88,-0.0034
4407.75,-0.0033
4407.63,-0.0031
4407.50,-0.0029
4407.38,-0.0027
4407.25,-0.0026
4407.13,-0.0025
4407.00,-0.0026
4406.88,-0.0027
4406.75,-0.0027
4406.63,-0.0028
4406.50,-0.0029
4406.38,-0.0031
4406.25,-0.0032
4406.13,-0.0033
4406.00,-0.0034
4405.88,-0.0035
4405.75,-0.0035
4405.63,-0.0035
4405.50,-0.0035
4405.38,-0.0035
4405.25,-0.0035
4405.13,-0.0035
4405.00,-0.0036
4404.88,-0.0037
4404.75,-0.0037
4404.63,-0.0036
4404.50,-0.0036
4404.38,-0.0034
4404.25,-0.0032
4404.13,-0.0032
4404.00,-0.0034
4403.88,-0.0035
4403.75,-0.0035
4403.63,-0.0034
4403.50,-0.0035
4403.38,-0.0035
4403.25,-0.0035
4403.13,-0.0033
4403.00,-0.0032
4402.88,-0.0032
4402.75,-0.0033
4402.63,-0.0035
4402.50,-0.0036
4402.38,-0.0036
4402.25,-0.0034
4402.13,-0.0032
4402.00,-0.0032
4401.88,-0.0031
4401.75,-0.0029
4401.63,-0.0027
4401.50,-0.0026
4401.38,-0.0026
4401.25,-0.0027
4401.13,-0.0028
4401.00,-0.0028
4400.88,-0.0029
4400.75,-0.0028
4400.63,-0.0027
4400.50,-0.0027
4400.38,-0.0027
4400.25,-0.0027
4400.13,-0.0028
4400.00,-0.0030
4399.88,-0.0033
4399.75,-0.0034
4399.63,-0.0034
4399.50,-0.0034
4399.38,-0.0035
4399.25,-0.0035
4399.13,-0.0035
4399.00,-0.0035
4398.88,-0.0036
4398.75,-0.0036
4398.63,-0.0036
4398.50,-0.0036
4398.38,-0.0035
4398.25,-0.0033
4398.13,-0.0032
4398.00,-0.0034
4397.88,-0.0036
4397.75,-0.0036
4397.63,-0.0035
4397.50,-0.0034
4397.38,-0.0034
4397.25,-0.0035
4397.13,-0.0035
4397.00,-0.0036
4396.88,-0.0036
4396.75,-0.0035
4396.63,-0.0034
4396.50,-0.0035
4396.38,-0.0036
4396.25,-0.0035
4396.13,-0.0034
4396.00,-0.0033
4395.88,-0.0032
4395.75,-0.0032
4395.63,-0.0032
4395.50,-0.0032
4395.38,-0.0032
4395.25,-0.0030
4395.13,-0.0027
4395.00,-0.0026
4394.88,-0.0027
4394.75,-0.0028
4394.63,-0.0028
4394.50,-0.0028
4394.38,-0.0028
4394.25,-0.0028
4394.13,-0.0028
4394.00,-0.0029
4393.88,-0.0029
4393.75,-0.0029
4393.63,-0.0030
4393.50,-0.0032
4393.38,-0.0033
4393.25,-0.0033
4393.13,-0.0031
4393.00,-0.0031
4392.88,-0.0031
4392.75,-0.0032
4392.63,-0.0033
4392.50,-0.0034
4392.38,-0.0035
4392.25,-0.0034
4392.13,-0.0034
4392.00,-0.0033
4391.88,-0.0033
4391.75,-0.0033
4391.63,-0.0034
4391.50,-0.0036
4391.38,-0.0037
4391.25,-0.0037
4391.13,-0.0036
4391.00,-0.0037
4390.88,-0.0037
4390.75,-0.0036
4390.63,-0.0033
4390.50,-0.0032
4390.38,-0.0032
4390.25,-0.0032
4390.13,-0.0033
4390.00,-0.0034
4389.88,-0.0035
4389.75,-0.0034
4389.63,-0.0033
4389.50,-0.0031
4389.38,-0.0030
4389.25,-0.0030
4389.13,-0.0030
4389.00,-0.0031
4388.88,-0.0032
4388.75,-0.0032
4388.63,-0.0030
4388.50,-0.0029
4388.38,-0.0027
4388.25,-0.0025
4388.13,-0.0025
4388.00,-0.0027
4387.88,-0.0030
4387.75,-0.0030
4387.63,-0.0029
4387.50,-0.0029
4387.38,-0.0029
4387.25,-0.0029
4387.13,-0.0029
4387.00,-0.0029
4386.88,-0.0030
4386.75,-0.0029
4386.63,-0.0029
4386.50,-0.0030
4386.38,-0.0031
4386.25,-0.0032
4386.13,-0.0033
4386.00,-0.0033
4385.88,-0.0033
4385.75,-0.0034
4385.63,-0.0034
4385.50,-0.0035
4385.38,-0.0036
4385.25,-0.0037
4385.13,-0.0037
4385.00,-0.0037
4384.88,-0.0037
4384.75,-0.0035
4384.63,-0.0035
4384.50,-0.0035
4384.38,-0.0035
4384.25,-0.0034
4384.13,-0.0033
4384.00,-0.0033
4383.88,-0.0035
4383.75,-0.0036
4383.63,-0.0035
4383.50,-0.0034
4383.38,-0.0034
4383.25,-0.0034
4383.13,-0.0035
4383.00,-0.0036
4382.88,-0.0036
4382.75,-0.0034
4382.63,-0.0032
4382.50,-0.0030
4382.38,-0.0028
4382.25,-0.0026
4382.13,-0.0027
4382.00,-0.0029
4381.88,-0.0029
4381.75,-0.0028
4381.63,-0.0028
4381.50,-0.0029
4381.38,-0.0030
4381.25,-0.0030
4381.13,-0.0030
4381.00,-0.0029
4380.88,-0.0029
4380.75,-0.0028
4380.63,-0.0027
4380.50,-0.0027
4380.38,-0.0028
4380.25,-0.0029
4380.13,-0.0029
4380.00,-0.0029
4379.88,-0.0028
4379.75,-0.0029
4379.63,-0.0031
4379.50,-0.0033
4379.38,-0.0034
4379.25,-0.0032
4379.13,-0.0031
4379.00,-0.0032
4378.88,-0.0032
4378.75,-0.0032
4378.63,-0.0033
4378.50,-0.0036
4378.38,-0.0037
4378.25,-0.0036
4378.13,-0.0033
4378.00,-0.0032
4377.88,-0.0034
4377.75,-0.0035
4377.63,-0.0035
4377.50,-0.0035
4377.38,-0.0035
4377.25,-0.0034
4377.13,-0.0033
4377.00,-0.0032
4376.88,-0.0033
4376.75,-0.0033
4376.63,-0.0032
4376.50,-0.0032
4376.38,-0.0032
4376.25,-0.0032
4376.13,-0.0032
4376.00,-0.0033
4375.88,-0.0033
4375.75,-0.0031
4375.63,-0.0030
4375.50,-0.0031
4375.38,-0.0032
4375.25,-0.0031
4375.13,-0.0029
4375.00,-0.0027
4374.88,-0.0027
4374.75,-0.0028
4374.63,-0.0028
4374.50,-0.0027
4374.38,-0.0027
4374.25,-0.0027
4374.13,-0.0027
4374.00,-0.0029
4373.88,-0.0031
4373.75,-0.0031
4373.63,-0.0031
4373.50,-0.0031
4373.38,-0.0031
4373.25,-0.0031
4373.13,-0.0031
4373.00,-0.0031
4372.88,-0.0032
4372.75,-0.0032
4372.63,-0.0032
4372.50,-0.0032
4372.38,-0.0031
4372.25,-0.0031
4372.13,-0.0031
4372.00,-0.0032
4371.88,-0.0034
4371.75,-0.0034
4371.63,-0.0035
4371.50,-0.0034
4371.38,-0.0034
4371.25,-0.0033
4371.13,-0.0032
4371.00,-0.0032
4370.88,-0.0032
4370.75,-0.0033
4370.63,-0.0034
4370.50,-0.0034
4370.38,-0.0034
4370.25,-0.0034
4370.13,-0.0034
4370.00,-0.0034
4369.88,-0.0033
4369.75,-0.0032
4369.63,-0.0032
4369.50,-0.0033
4369.38,-0.0033
4369.25,-0.0032
4369.13,-0.0031
4369.00,-0.0031
4368.88,-0.0031
4368.75,-0.0030
4368.63,-0.0029
4368.50,-0.0028
4368.38,-0.0027
4368.25,-0.0028
4368.13,-0.0030
4368.00,-0.0032
4367.88,-0.0031
4367.75,-0.0028
4367.63,-0.0027
4367.50,-0.0027
4367.38,-0.0028
4367.25,-0.0026
4367.13,-0.0025
4367.00,-0.0025
4366.88,-0.0027
4366.75,-0.0029
4366.63,-0.0030
4366.50,-0.0030
4366.38,-0.0029
4366.25,-0.0028
4366.13,-0.0028
4366.00,-0.0029
4365.88,-0.0029
4365.75,-0.0029
4365.63,-0.0030
4365.50,-0.0032
4365.38,-0.0034
4365.25,-0.0033
4365.13,-0.0032
4365.00,-0.0032
4364.88,-0.0033
4364.75,-0.0033
4364.63,-0.0034
4364.50,-0.0035
4364.38,-0.0034
4364.25,-0.0033
4364.13,-0.0032
4364.00,-0.0034
4363.88,-0.0036
4363.75,-0.0037
4363.63,-0.0035
4363.50,-0.0034
4363.38,-0.0033
4363.25,-0.0032
4363.13,-0.0030
4363.00,-0.0030
4362.88,-0.0031
4362.75,-0.0032
4362.63,-0.0033
4362.50,-0.0033
4362.38,-0.0033
4362.25,-0.0032
4362.13,-0.0031
4362.00,-0.0031
4361.88,-0.0031
4361.75,-0.0030
4361.63,-0.0029
4361.50,-0.0028
4361.38,-0.0027
4361.25,-0.0027
4361.13,-0.0027
4361.00,-0.0027
4360.88,-0.0028
4360.75,-0.0028
4360.63,-0.0028
4360.50,-0.0030
4360.38,-0.0030
4360.25,-0.0030
4360.13,-0.0028
4360.00,-0.0028
4359.88,-0.0029
4359.75,-0.0029
4359.63,-0.0028
4359.50,-0.0028
4359.38,-0.0027
4359.25,-0.0028
4359.13,-0.0030
4359.00,-0.0031
4358.88,-0.0032
4358.75,-0.0031
4358.63,-0.0031
4358.50,-0.0033
4358.38,-0.0035
4358.25,-0.0036
4358.13,-0.0034
4358.00,-0.0033
4357.88,-0.0033
4357.75,-0.0033
4357.63,-0.0032
4357.50,-0.0032
4357.38,-0.0032
4357.25,-0.0033
4357.13,-0.0033
4357.00,-0.0034
4356.88,-0.0035
4356.75,-0.0034
4356.63,-0.0032
4356.50,-0.0031
4356.38,-0.0031
4356.25,-0.0031
4356.13,-0.0030
4356.00,-0.0030
4355.88,-0.0030
4355.75,-0.0031
4355.63,-0.0031
4355.50,-0.0032
4355.38,-0.0031
4355.25,-0.0029
4355.13,-0.0028
4355.00,-0.0029
4354.88,-0.0031
4354.75,-0.0031
4354.63,-0.0030
4354.50,-0.0028
4354.38,-0.0028
4354.25,-0.0028
4354.13,-0.0029
4354.00,-0.0030
4353.88,-0.0029
4353.75,-0.0028
4353.63,-0.0027
4353.50,-0.0027
4353.38,-0.0028
4353.25,-0.0029
4353.13,-0.0029
4353.00,-0.0029
4352.88,-0.0028
4352.75,-0.0027
4352.63,-0.0026
4352.50,-0.0027
4352.38,-0.0029
4352.25,-0.0029
4352.13,-0.0030
4352.00,-0.0032
4351.88,-0.0033
4351.75,-0.0034
4351.63,-0.0032
4351.50,-0.0031
4351.38,-0.0030
4351.25,-0.0030
4351.13,-0.0031
4351.00,-0.0032
4350.88,-0.0033
4350.75,-0.0032
4350.63,-0.0032
4350.50,-0.0032
4350.38,-0.0033
4350.25,-0.0033
4350.13,-0.0032
4350.00,-0.0032
4349.88,-0.0032
4349.75,-0.0033
4349.63,-0.0033
4349.50,-0.0033
4349.38,-0.0033
4349.25,-0.0033
4349.13,-0.0033
4349.00,-0.0033
4348.88,-0.0033
4348.75,-0.0032
4348.63,-0.0032
4348.50,-0.0033
4348.38,-0.0034
4348.25,-0.0034
4348.13,-0.0033
4348.00,-0.0031
4347.88,-0.0029
4347.75,-0.0028
4347.63,-0.0027
4347.50,-0.0027
4347.38,-0.0027
4347.25,-0.0026
4347.13,-0.0025
4347.00,-0.0025
4346.88,-0.0025
4346.75,-0.0026
4346.63,-0.0026
4346.50,-0.0026
4346.38,-0.0026
4346.25,-0.0026
4346.13,-0.0026
4346.00,-0.0026
4345.88,-0.0025
4345.75,-0.0025
4345.63,-0.0026
4345.50,-0.0029
4345.38,-0.0031
4345.25,-0.0031
4345.13,-0.0029
4345.00,-0.0029
4344.88,-0.0029
4344.75,-0.0030
4344.63,-0.0031
4344.50,-0.0033
4344.38,-0.0034
4344.25,-0.0035
4344.13,-0.0034
4344.00,-0.0033
4343.88,-0.0032
4343.75,-0.0031
4343.63,-0.0030
4343.50,-0.0030
4343.38,-0.0030
4343.25,-0.0030
4343.13,-0.0031
4343.00,-0.0032
4342.88,-0.0033
4342.75,-0.0032
4342.63,-0.0031
4342.50,-0.0032
4342.38,-0.0032
4342.25,-0.0031
4342.13,-0.0029
4342.00,-0.0029
4341.88,-0.0031
4341.75,-0.0032
4341.63,-0.0032
4341.50,-0.0031
4341.38,-0.0028
4341.25,-0.0025
4341.13,-0.0024
4341.00,-0.0026
4340.88,-0.0029
4340.75,-0.0030
4340.63,-0.0029
4340.50,-0.0028
4340.38,-0.0027
4340.25,-0.0026
4340.13,-0.0026
4340.00,-0.0026
4339.88,-0.0024
4339.75,-0.0020
4339.63,-0.0018
4339.50,-0.0018
4339.38,-0.0020
4339.25,-0.0021
4339.13,-0.0022
4339.00,-0.0023
4338.88,-0.0025
4338.75,-0.0025
4338.63,-0.0025
4338.50,-0.0027
4338.38,-0.0028
4338.25,-0.0029
4338.13,-0.0029
4338.00,-0.0028
4337.88,-0.0025
4337.75,-0.0021
4337.63,-0.0018
4337.50,-0.0020
4337.38,-0.0023
4337.25,-0.0025
4337.13,-0.0027
4337.00,-0.0029
4336.88,-0.0032
4336.75,-0.0034
4336.63,-0.0035
4336.50,-0.0034
4336.38,-0.0032
4336.25,-0.0029
4336.13,-0.0026
4336.00,-0.0023
4335.88,-0.0020
4335.75,-0.0016
4335.63,-0.0015
4335.50,-0.0018
4335.38,-0.0023
4335.25,-0.0027
4335.13,-0.0028
4335.00,-0.0029
4334.88,-0.0031
4334.75,-0.0033
4334.63,-0.0033
4334.50,-0.0034
4334.38,-0.0034
4334.25,-0.0031
4334.13,-0.0025
4334.00,-0.0015
4333.88,-0.0007
4333.75,-0.0002
4333.63,-0.0002
4333.50,-0.0008
4333.38,-0.0015
4333.25,-0.0019
4333.13,-0.0022
4333.00,-0.0023
4332.88,-0.0025
4332.75,-0.0025
4332.63,-0.0024
4332.50,-0.0024
4332.38,-0.0024
4332.25,-0.0023
4332.13,-0.0020
4332.00,-0.0011
