Created as New Dataset,Sample 024 By ir Date Thursday, May 14 2015
cm-1,A
5998.88,0.0783
5998.75,0.0787
5998.63,0.0790
5998.50,0.0780
5998.38,0.0765
5998.25,0.0763
5998.13,0.0775
5998.00,0.0783
5997.88,0.0783
5997.75,0.0789
5997.63,0.0804
5997.50,0.0810
5997.38,0.0799
5997.25,0.0787
5997.13,0.0789
5997.00,0.0795
5996.88,0.0791
5996.75,0.0783
5996.63,0.0784
5996.50,0.0792
5996.38,0.0794
5996.25,0.0793
5996.13,0.0796
5996.00,0.0799
5995.88,0.0794
5995.75,0.0787
5995.63,0.0788
5995.50,0.0794
5995.38,0.0794
5995.25,0.0787
5995.13,0.0783
5995.00,0.0782
5994.88,0.0778
5994.75,0.0770
5994.63,0.0769
5994.50,0.0777
5994.38,0.0782
5994.25,0.0777
5994.13,0.0769
5994.00,0.0774
5993.88,0.0789
5993.75,0.0800
5993.63,0.0796
5993.50,0.0789
5993.38,0.0791
5993.25,0.0798
5993.13,0.0795
5993.00,0.0785
5992.88,0.0788
5992.75,0.0804
5992.63,0.0810
5992.50,0.0792
5992.38,0.0769
5992.25,0.0773
5992.13,0.0793
5992.00,0.0798
5991.88,0.0783
5991.75,0.0773
5991.63,0.0779
5991.50,0.0778
5991.38,0.0759
5991.25,0.0744
5991.13,0.0752
5991.00,0.0770
5990.88,0.0775
5990.75,0.0772
5990.63,0.0777
5990.50,0.0789
5990.38,0.0794
5990.25,0.0787
5990.13,0.0780
5990.00,0.0776
5989.88,0.0772
5989.75,0.0767
5989.63,0.0767
5989.50,0.0771
5989.38,0.0777
5989.25,0.0783
5989.13,0.0787
5989.00,0.0783
5988.88,0.0776
5988.75,0.0774
5988.63,0.0778
5988.50,0.0780
5988.38,0.0775
5988.25,0.0775
5988.13,0.0782
5988.00,0.0783
5987.88,0.0771
5987.75,0.0760
5987.63,0.0764
5987.50,0.0771
5987.38,0.0762
5987.25,0.0745
5987.13,0.0741
5987.00,0.0753
5986.88,0.0761
5986.75,0.0758
5986.63,0.0756
5986.50,0.0766
5986.38,0.0779
5986.25,0.0779
5986.13,0.0765
5986.00,0.0751
5985.88,0.0752
5985.75,0.0766
5985.63,0.0779
5985.50,0.0780
5985.38,0.0777
5985.25,0.0782
5985.13,0.0794
5985.00,0.0797
5984.88,0.0785
5984.75,0.0778
5984.63,0.0786
5984.50,0.0800
5984.38,0.0799
5984.25,0.0784
5984.13,0.0772
5984.00,0.0767
5983.88,0.0762
5983.75,0.0756
5983.63,0.0756
5983.50,0.0761
5983.38,0.0763
5983.25,0.0758
5983.13,0.0753
5983.00,0.0754
5982.88,0.0761
5982.75,0.0769
5982.63,0.0770
5982.50,0.0764
5982.38,0.0758
5982.25,0.0759
5982.13,0.0766
5982.00,0.0768
5981.88,0.0763
5981.75,0.0762
5981.63,0.0767
5981.50,0.0769
5981.38,0.0760
5981.25,0.0752
5981.13,0.0758
5981.00,0.0770
5980.88,0.0773
5980.75,0.0768
5980.63,0.0766
5980.50,0.0770
5980.38,0.0773
5980.25,0.0773
5980.13,0.0774
5980.00,0.0777
5979.88,0.0778
5979.75,0.0780
5979.63,0.0785
5979.50,0.0787
5979.38,0.0783
5979.25,0.0776
5979.13,0.0774
5979.00,0.0773
5978.88,0.0767
5978.75,0.0763
5978.63,0.0771
5978.50,0.0782
5978.38,0.0779
5978.25,0.0766
5978.13,0.0761
5978.00,0.0770
5977.88,0.0775
5977.75,0.0768
5977.63,0.0760
5977.50,0.0763
5977.38,0.0769
5977.25,0.0768
5977.13,0.0764
5977.00,0.0767
5976.88,0.0775
5976.75,0.0779
5976.63,0.0774
5976.50,0.0766
5976.38,0.0760
5976.25,0.0759
5976.13,0.0765
5976.00,0.0773
5975.88,0.0776
5975.75,0.0773
5975.63,0.0770
5975.50,0.0770
5975.38,0.0771
5975.25,0.0766
5975.13,0.0760
5975.00,0.0756
5974.88,0.0756
5974.75,0.0759
5974.63,0.0767
5974.50,0.0781
5974.38,0.0794
5974.25,0.0799
5974.13,0.0793
5974.00,0.0783
5973.88,0.0775
5973.75,0.0774
5973.63,0.0777
5973.50,0.0779
5973.38,0.0779
5973.25,0.0776
5973.13,0.0769
5973.00,0.0759
5972.88,0.0749
5972.75,0.0750
5972.63,0.0762
5972.50,0.0774
5972.38,0.0778
5972.25,0.0777
5972.13,0.0780
5972.00,0.0784
5971.88,0.0778
5971.75,0.0764
5971.63,0.0758
5971.50,0.0765
5971.38,0.0773
5971.25,0.0773
5971.13,0.0770
5971.00,0.0778
5970.88,0.0789
5970.75,0.0789
5970.63,0.0776
5970.50,0.0764
5970.38,0.0765
5970.25,0.0771
5970.13,0.0769
5970.00,0.0762
5969.88,0.0763
5969.75,0.0774
5969.63,0.0783
5969.50,0.0781
5969.38,0.0774
5969.25,0.0776
5969.13,0.0785
5969.00,0.0791
5968.88,0.0787
5968.75,0.0781
5968.63,0.0778
5968.50,0.0775
5968.38,0.0770
5968.25,0.0765
5968.13,0.0764
5968.00,0.0768
5967.88,0.0772
5967.75,0.0777
5967.63,0.0780
5967.50,0.0777
5967.38,0.0770
5967.25,0.0765
5967.13,0.0762
5967.00,0.0759
5966.88,0.0760
5966.75,0.0770
5966.63,0.0782
5966.50,0.0782
5966.38,0.0770
5966.25,0.0761
5966.13,0.0766
5966.00,0.0775
5965.88,0.0776
5965.75,0.0778
5965.63,0.0791
5965.50,0.0800
5965.38,0.0786
5965.25,0.0762
5965.13,0.0758
5965.00,0.0777
5964.88,0.0790
5964.75,0.0787
5964.63,0.0783
5964.50,0.0791
5964.38,0.0797
5964.25,0.0791
5964.13,0.0786
5964.00,0.0794
5963.88,0.0803
5963.75,0.0798
5963.63,0.0789
5963.50,0.0795
5963.38,0.0807
5963.25,0.0806
5963.13,0.0794
5963.00,0.0791
5962.88,0.0800
5962.75,0.0804
5962.63,0.0794
5962.50,0.0787
5962.38,0.0793
5962.25,0.0800
5962.13,0.0791
5962.00,0.0772
5961.88,0.0763
5961.75,0.0772
5961.63,0.0789
5961.50,0.0797
5961.38,0.0794
5961.25,0.0788
5961.13,0.0787
5961.00,0.0789
5960.88,0.0787
5960.75,0.0780
5960.63,0.0772
5960.50,0.0769
5960.38,0.0769
5960.25,0.0765
5960.13,0.0758
5960.00,0.0759
5959.88,0.0774
5959.75,0.0794
5959.63,0.0808
5959.50,0.0814
5959.38,0.0815
5959.25,0.0811
5959.13,0.0801
5959.00,0.0794
5958.88,0.0795
5958.75,0.0799
5958.63,0.0799
5958.50,0.0798
5958.38,0.0800
5958.25,0.0801
5958.13,0.0795
5958.00,0.0784
5957.88,0.0780
5957.75,0.0780
5957.63,0.0774
5957.50,0.0761
5957.38,0.0757
5957.25,0.0766
5957.13,0.0779
5957.00,0.0782
5956.88,0.0781
5956.75,0.0784
5956.63,0.0788
5956.50,0.0787
5956.38,0.0784
5956.25,0.0781
5956.13,0.0777
5956.00,0.0768
5955.88,0.0758
5955.75,0.0757
5955.63,0.0767
5955.50,0.0779
5955.38,0.0785
5955.25,0.0786
5955.13,0.0783
5955.00,0.0777
5954.88,0.0774
5954.75,0.0776
5954.63,0.0780
5954.50,0.0780
5954.38,0.0775
5954.25,0.0767
5954.13,0.0761
5954.00,0.0764
5953.88,0.0776
5953.75,0.0789
5953.63,0.0789
5953.50,0.0776
5953.38,0.0763
5953.25,0.0760
5953.13,0.0759
5953.00,0.0753
5952.88,0.0749
5952.75,0.0756
5952.63,0.0768
5952.50,0.0772
5952.38,0.0768
5952.25,0.0764
5952.13,0.0766
5952.00,0.0768
5951.88,0.0770
5951.75,0.0772
5951.63,0.0774
5951.50,0.0771
5951.38,0.0765
5951.25,0.0759
5951.13,0.0752
5951.00,0.0747
5950.88,0.0753
5950.75,0.0774
5950.63,0.0793
5950.50,0.0796
5950.38,0.0790
5950.25,0.0788
5950.13,0.0787
5950.00,0.0775
5949.88,0.0761
5949.75,0.0762
5949.63,0.0776
5949.50,0.0782
5949.38,0.0776
5949.25,0.0775
5949.13,0.0785
5949.00,0.0789
5948.88,0.0778
5948.75,0.0771
5948.63,0.0781
5948.50,0.0792
5948.38,0.0788
5948.25,0.0775
5948.13,0.0773
5948.00,0.0779
5947.88,0.0778
5947.75,0.0770
5947.63,0.0766
5947.50,0.0768
5947.38,0.0770
5947.25,0.0769
5947.13,0.0765
5947.00,0.0762
5946.88,0.0762
5946.75,0.0770
5946.63,0.0777
5946.50,0.0770
5946.38,0.0755
5946.25,0.0755
5946.13,0.0776
5946.00,0.0793
5945.88,0.0787
5945.75,0.0773
5945.63,0.0772
5945.50,0.0778
5945.38,0.0775
5945.25,0.0766
5945.13,0.0766
5945.00,0.0772
5944.88,0.0767
5944.75,0.0757
5944.63,0.0759
5944.50,0.0769
5944.38,0.0768
5944.25,0.0756
5944.13,0.0754
5944.00,0.0769
5943.88,0.0777
5943.75,0.0768
5943.63,0.0760
5943.50,0.0770
5943.38,0.0785
5943.25,0.0782
5943.13,0.0763
5943.00,0.0748
5942.88,0.0747
5942.75,0.0755
5942.63,0.0764
5942.50,0.0766
5942.38,0.0763
5942.25,0.0758
5942.13,0.0760
5942.00,0.0769
5941.88,0.0777
5941.75,0.0779
5941.63,0.0781
5941.50,0.0786
5941.38,0.0788
5941.25,0.0783
5941.13,0.0775
5941.00,0.0773
5940.88,0.0778
5940.75,0.0783
5940.63,0.0785
5940.50,0.0783
5940.38,0.0778
5940.25,0.0773
5940.13,0.0772
5940.00,0.0776
5939.88,0.0780
5939.75,0.0776
5939.63,0.0768
5939.50,0.0764
5939.38,0.0769
5939.25,0.0779
5939.13,0.0788
5939.00,0.0788
5938.88,0.0779
5938.75,0.0766
5938.63,0.0759
5938.50,0.0759
5938.38,0.0761
5938.25,0.0764
5938.13,0.0770
5938.00,0.0779
5937.88,0.0783
5937.75,0.0779
5937.63,0.0768
5937.50,0.0759
5937.38,0.0758
5937.25,0.0764
5937.13,0.0772
5937.00,0.0773
5936.88,0.0769
5936.75,0.0768
5936.63,0.0774
5936.50,0.0779
5936.38,0.0775
5936.25,0.0766
5936.13,0.0766
5936.00,0.0775
5935.88,0.0783
5935.75,0.0783
5935.63,0.0781
5935.50,0.0780
5935.38,0.0775
5935.25,0.0767
5935.13,0.0763
5935.00,0.0769
5934.88,0.0783
5934.75,0.0796
5934.63,0.0803
5934.50,0.0803
5934.38,0.0796
5934.25,0.0786
5934.13,0.0776
5934.00,0.0766
5933.88,0.0758
5933.75,0.0756
5933.63,0.0764
5933.50,0.0775
5933.38,0.0776
5933.25,0.0767
5933.13,0.0762
5933.00,0.0768
5932.88,0.0777
5932.75,0.0780
5932.63,0.0781
5932.50,0.0783
5932.38,0.0781
5932.25,0.0770
5932.13,0.0761
5932.00,0.0769
5931.88,0.0792
5931.75,0.0809
5931.63,0.0807
5931.50,0.0795
5931.38,0.0782
5931.25,0.0768
5931.13,0.0753
5931.00,0.0746
5930.88,0.0755
5930.75,0.0770
5930.63,0.0775
5930.50,0.0767
5930.38,0.0760
5930.25,0.0768
5930.13,0.0785
5930.00,0.0794
5929.88,0.0790
5929.75,0.0786
5929.63,0.0790
5929.50,0.0797
5929.38,0.0798
5929.25,0.0795
5929.13,0.0794
5929.00,0.0796
5928.88,0.0793
5928.75,0.0785
5928.63,0.0778
5928.50,0.0779
5928.38,0.0784
5928.25,0.0786
5928.13,0.0781
5928.00,0.0774
5927.88,0.0771
5927.75,0.0774
5927.63,0.0780
5927.50,0.0785
5927.38,0.0789
5927.25,0.0791
5927.13,0.0792
5927.00,0.0791
5926.88,0.0789
5926.75,0.0790
5926.63,0.0790
5926.50,0.0787
5926.38,0.0784
5926.25,0.0787
5926.13,0.0795
5926.00,0.0800
5925.88,0.0803
5925.75,0.0808
5925.63,0.0814
5925.50,0.0809
5925.38,0.0794
5925.25,0.0783
5925.13,0.0783
5925.00,0.0783
5924.88,0.0774
5924.75,0.0768
5924.63,0.0778
5924.50,0.0794
5924.38,0.0795
5924.25,0.0782
5924.13,0.0773
5924.00,0.0774
5923.88,0.0773
5923.75,0.0765
5923.63,0.0766
5923.50,0.0783
5923.38,0.0799
5923.25,0.0798
5923.13,0.0790
5923.00,0.0790
5922.88,0.0798
5922.75,0.0803
5922.63,0.0802
5922.50,0.0804
5922.38,0.0811
5922.25,0.0812
5922.13,0.0802
5922.00,0.0789
5921.88,0.0787
5921.75,0.0795
5921.63,0.0800
5921.50,0.0794
5921.38,0.0782
5921.25,0.0778
5921.13,0.0784
5921.00,0.0788
5920.88,0.0781
5920.75,0.0771
5920.63,0.0770
5920.50,0.0779
5920.38,0.0783
5920.25,0.0772
5920.13,0.0761
5920.00,0.0761
5919.88,0.0771
5919.75,0.0776
5919.63,0.0774
5919.50,0.0773
5919.38,0.0775
5919.25,0.0777
5919.13,0.0775
5919.00,0.0772
5918.88,0.0771
5918.75,0.0771
5918.63,0.0774
5918.50,0.0783
5918.38,0.0794
5918.25,0.0797
5918.13,0.0787
5918.00,0.0772
5917.88,0.0763
5917.75,0.0760
5917.63,0.0754
5917.50,0.0747
5917.38,0.0750
5917.25,0.0769
5917.13,0.0789
5917.00,0.0790
5916.88,0.0774
5916.75,0.0759
5916.63,0.0758
5916.50,0.0762
5916.38,0.0759
5916.25,0.0753
5916.13,0.0759
5916.00,0.0771
5915.88,0.0776
5915.75,0.0768
5915.63,0.0759
5915.50,0.0763
5915.38,0.0781
5915.25,0.0800
5915.13,0.0809
5915.00,0.0805
5914.88,0.0797
5914.75,0.0791
5914.63,0.0786
5914.50,0.0776
5914.38,0.0764
5914.25,0.0761
5914.13,0.0769
5914.00,0.0777
5913.88,0.0772
5913.75,0.0759
5913.63,0.0758
5913.50,0.0774
5913.38,0.0793
5913.25,0.0800
5913.13,0.0797
5913.00,0.0791
5912.88,0.0790
5912.75,0.0796
5912.63,0.0800
5912.50,0.0792
5912.38,0.0773
5912.25,0.0757
5912.13,0.0761
5912.00,0.0774
5911.88,0.0775
5911.75,0.0765
5911.63,0.0764
5911.50,0.0780
5911.38,0.0790
5911.25,0.0777
5911.13,0.0756
5911.00,0.0756
5910.88,0.0773
5910.75,0.0780
5910.63,0.0770
5910.50,0.0763
5910.38,0.0774
5910.25,0.0789
5910.13,0.0790
5910.00,0.0780
5909.88,0.0771
5909.75,0.0767
5909.63,0.0766
5909.50,0.0767
5909.38,0.0772
5909.25,0.0778
5909.13,0.0776
5909.00,0.0763
5908.88,0.0750
5908.75,0.0749
5908.63,0.0757
5908.50,0.0768
5908.38,0.0773
5908.25,0.0773
5908.13,0.0772
5908.00,0.0772
5907.88,0.0769
5907.75,0.0762
5907.63,0.0758
5907.50,0.0764
5907.38,0.0779
5907.25,0.0791
5907.13,0.0796
5907.00,0.0798
5906.88,0.0800
5906.75,0.0796
5906.63,0.0784
5906.50,0.0768
5906.38,0.0760
5906.25,0.0756
5906.13,0.0751
5906.00,0.0750
5905.88,0.0761
5905.75,0.0778
5905.63,0.0783
5905.50,0.0775
5905.38,0.0769
5905.25,0.0774
5905.13,0.0778
5905.00,0.0770
5904.88,0.0760
5904.75,0.0766
5904.63,0.0786
5904.50,0.0801
5904.38,0.0798
5904.25,0.0786
5904.13,0.0777
5904.00,0.0775
5903.88,0.0779
5903.75,0.0782
5903.63,0.0781
5903.50,0.0777
5903.38,0.0778
5903.25,0.0785
5903.13,0.0783
5903.00,0.0767
5902.88,0.0754
5902.75,0.0762
5902.63,0.0783
5902.50,0.0788
5902.38,0.0774
5902.25,0.0762
5902.13,0.0765
5902.00,0.0769
5901.88,0.0763
5901.75,0.0758
5901.63,0.0763
5901.50,0.0770
5901.38,0.0767
5901.25,0.0766
5901.13,0.0778
5901.00,0.0790
5900.88,0.0784
5900.75,0.0768
5900.63,0.0763
5900.50,0.0769
5900.38,0.0769
5900.25,0.0763
5900.13,0.0768
5900.00,0.0787
5899.88,0.0796
5899.75,0.0786
5899.63,0.0772
5899.50,0.0773
5899.38,0.0781
5899.25,0.0784
5899.13,0.0783
5899.00,0.0783
5898.88,0.0784
5898.75,0.0780
5898.63,0.0775
5898.50,0.0776
5898.38,0.0780
5898.25,0.0780
5898.13,0.0778
5898.00,0.0780
5897.88,0.0786
5897.75,0.0794
5897.63,0.0798
5897.50,0.0797
5897.38,0.0788
5897.25,0.0781
5897.13,0.0781
5897.00,0.0787
5896.88,0.0784
5896.75,0.0770
5896.63,0.0760
5896.50,0.0762
5896.38,0.0767
5896.25,0.0767
5896.13,0.0768
5896.00,0.0778
5895.88,0.0787
5895.75,0.0779
5895.63,0.0761
5895.50,0.0753
5895.38,0.0764
5895.25,0.0780
5895.13,0.0788
5895.00,0.0786
5894.88,0.0778
5894.75,0.0767
5894.63,0.0762
5894.50,0.0771
5894.38,0.0785
5894.25,0.0789
5894.13,0.0781
5894.00,0.0771
5893.88,0.0767
5893.75,0.0766
5893.63,0.0766
5893.50,0.0771
5893.38,0.0780
5893.25,0.0786
5893.13,0.0789
5893.00,0.0792
5892.88,0.0794
5892.75,0.0787
5892.63,0.0774
5892.50,0.0769
5892.38,0.0776
5892.25,0.0787
5892.13,0.0794
5892.00,0.0800
5891.88,0.0807
5891.75,0.0806
5891.63,0.0793
5891.50,0.0781
5891.38,0.0782
5891.25,0.0790
5891.13,0.0791
5891.00,0.0786
5890.88,0.0786
5890.75,0.0795
5890.63,0.0800
5890.50,0.0800
5890.38,0.0802
5890.25,0.0806
5890.13,0.0803
5890.00,0.0792
5889.88,0.0788
5889.75,0.0798
5889.63,0.0810
5889.50,0.0808
5889.38,0.0794
5889.25,0.0782
5889.13,0.0776
5889.00,0.0773
5888.88,0.0771
5888.75,0.0777
5888.63,0.0789
5888.50,0.0797
5888.38,0.0796
5888.25,0.0790
5888.13,0.0788
5888.00,0.0792
5887.88,0.0797
5887.75,0.0799
5887.63,0.0796
5887.50,0.0790
5887.38,0.0784
5887.25,0.0783
5887.13,0.0789
5887.00,0.0795
5886.88,0.0796
5886.75,0.0795
5886.63,0.0796
5886.50,0.0798
5886.38,0.0795
5886.25,0.0791
5886.13,0.0794
5886.00,0.0801
5885.88,0.0806
5885.75,0.0800
5885.63,0.0788
5885.50,0.0781
5885.38,0.0783
5885.25,0.0789
5885.13,0.0792
5885.00,0.0787
5884.88,0.0779
5884.75,0.0779
5884.63,0.0788
5884.50,0.0798
5884.38,0.0794
5884.25,0.0775
5884.13,0.0762
5884.00,0.0765
5883.88,0.0772
5883.75,0.0766
5883.63,0.0756
5883.50,0.0757
5883.38,0.0770
5883.25,0.0775
5883.13,0.0764
5883.00,0.0756
5882.88,0.0765
5882.75,0.0779
5882.63,0.0778
5882.50,0.0767
5882.38,0.0763
5882.25,0.0766
5882.13,0.0765
5882.00,0.0762
5881.88,0.0768
5881.75,0.0779
5881.63,0.0782
5881.50,0.0773
5881.38,0.0771
5881.25,0.0779
5881.13,0.0782
5881.00,0.0772
5880.88,0.0762
5880.75,0.0770
5880.63,0.0786
5880.50,0.0792
5880.38,0.0783
5880.25,0.0774
5880.13,0.0773
5880.00,0.0776
5879.88,0.0777
5879.75,0.0776
5879.63,0.0776
5879.50,0.0780
5879.38,0.0788
5879.25,0.0794
5879.13,0.0788
5879.00,0.0770
5878.88,0.0756
5878.75,0.0756
5878.63,0.0763
5878.50,0.0765
5878.38,0.0760
5878.25,0.0760
5878.13,0.0768
5878.00,0.0775
5877.88,0.0776
5877.75,0.0771
5877.63,0.0763
5877.50,0.0757
5877.38,0.0763
5877.25,0.0780
5877.13,0.0796
5877.00,0.0801
5876.88,0.0797
5876.75,0.0792
5876.63,0.0786
5876.50,0.0775
5876.38,0.0769
5876.25,0.0777
5876.13,0.0794
5876.00,0.0801
5875.88,0.0791
5875.75,0.0777
5875.63,0.0770
5875.50,0.0768
5875.38,0.0770
5875.25,0.0773
5875.13,0.0773
5875.00,0.0766
5874.88,0.0758
5874.75,0.0757
5874.63,0.0765
5874.50,0.0770
5874.38,0.0771
5874.25,0.0773
5874.13,0.0779
5874.00,0.0781
5873.88,0.0776
5873.75,0.0775
5873.63,0.0785
5873.50,0.0793
5873.38,0.0789
5873.25,0.0778
5873.13,0.0770
5873.00,0.0766
5872.88,0.0763
5872.75,0.0763
5872.63,0.0772
5872.50,0.0786
5872.38,0.0797
5872.25,0.0800
5872.13,0.0794
5872.00,0.0781
5871.88,0.0770
5871.75,0.0767
5871.63,0.0771
5871.50,0.0776
5871.38,0.0782
5871.25,0.0791
5871.13,0.0797
5871.00,0.0792
5870.88,0.0778
5870.75,0.0771
5870.63,0.0773
5870.50,0.0775
5870.38,0.0773
5870.25,0.0777
5870.13,0.0785
5870.00,0.0785
5869.88,0.0772
5869.75,0.0761
5869.63,0.0765
5869.50,0.0774
5869.38,0.0775
5869.25,0.0771
5869.13,0.0772
5869.00,0.0778
5868.88,0.0779
5868.75,0.0780
5868.63,0.0786
5868.50,0.0795
5868.38,0.0795
5868.25,0.0788
5868.13,0.0779
5868.00,0.0769
5867.88,0.0756
5867.75,0.0749
5867.63,0.0754
5867.50,0.0766
5867.38,0.0773
5867.25,0.0773
5867.13,0.0771
5867.00,0.0766
5866.88,0.0754
5866.75,0.0743
5866.63,0.0742
5866.50,0.0755
5866.38,0.0775
5866.25,0.0787
5866.13,0.0785
5866.00,0.0770
5865.88,0.0758
5865.75,0.0763
5865.63,0.0780
5865.50,0.0789
5865.38,0.0782
5865.25,0.0775
5865.13,0.0780
5865.00,0.0786
5864.88,0.0778
5864.75,0.0766
5864.63,0.0771
5864.50,0.0788
5864.38,0.0795
5864.25,0.0786
5864.13,0.0775
5864.00,0.0774
5863.88,0.0774
5863.75,0.0769
5863.63,0.0763
5863.50,0.0763
5863.38,0.0768
5863.25,0.0778
5863.13,0.0790
5863.00,0.0797
5862.88,0.0793
5862.75,0.0789
5862.63,0.0798
5862.50,0.0812
5862.38,0.0813
5862.25,0.0798
5862.13,0.0780
5862.00,0.0770
5861.88,0.0761
5861.75,0.0751
5861.63,0.0753
5861.50,0.0766
5861.38,0.0778
5861.25,0.0777
5861.13,0.0770
5861.00,0.0766
5860.88,0.0761
5860.75,0.0758
5860.63,0.0765
5860.50,0.0779
5860.38,0.0785
5860.25,0.0777
5860.13,0.0771
5860.00,0.0776
5859.88,0.0777
5859.75,0.0767
5859.63,0.0759
5859.50,0.0767
5859.38,0.0777
5859.25,0.0770
5859.13,0.0754
5859.00,0.0755
5858.88,0.0774
5858.75,0.0787
5858.63,0.0780
5858.50,0.0766
5858.38,0.0763
5858.25,0.0768
5858.13,0.0771
5858.00,0.0772
5857.88,0.0775
5857.75,0.0778
5857.63,0.0778
5857.50,0.0777
5857.38,0.0776
5857.25,0.0776
5857.13,0.0776
5857.00,0.0777
5856.88,0.0777
5856.75,0.0773
5856.63,0.0767
5856.50,0.0768
5856.38,0.0778
5856.25,0.0790
5856.13,0.0793
5856.00,0.0785
5855.88,0.0772
5855.75,0.0763
5855.63,0.0764
5855.50,0.0775
5855.38,0.0787
5855.25,0.0790
5855.13,0.0785
5855.00,0.0782
5854.88,0.0782
5854.75,0.0781
5854.63,0.0777
5854.50,0.0779
5854.38,0.0790
5854.25,0.0803
5854.13,0.0804
5854.00,0.0795
5853.88,0.0785
5853.75,0.0775
5853.63,0.0762
5853.50,0.0751
5853.38,0.0752
5853.25,0.0770
5853.13,0.0793
5853.00,0.0806
5852.88,0.0806
5852.75,0.0799
5852.63,0.0794
5852.50,0.0793
5852.38,0.0793
5852.25,0.0791
5852.13,0.0793
5852.00,0.0799
5851.88,0.0805
5851.75,0.0799
5851.63,0.0783
5851.50,0.0772
5851.38,0.0773
5851.25,0.0779
5851.13,0.0776
5851.00,0.0769
5850.88,0.0774
5850.75,0.0792
5850.63,0.0805
5850.50,0.0800
5850.38,0.0787
5850.25,0.0780
5850.13,0.0781
5850.00,0.0784
5849.88,0.0789
5849.75,0.0794
5849.63,0.0794
5849.50,0.0789
5849.38,0.0787
5849.25,0.0794
5849.13,0.0800
5849.00,0.0794
5848.88,0.0784
5848.75,0.0787
5848.63,0.0801
5848.50,0.0809
5848.38,0.0803
5848.25,0.0795
5848.13,0.0795
5848.00,0.0792
5847.88,0.0777
5847.75,0.0764
5847.63,0.0766
5847.50,0.0780
5847.38,0.0793
5847.25,0.0796
5847.13,0.0793
5847.00,0.0786
5846.88,0.0775
5846.75,0.0765
5846.63,0.0763
5846.50,0.0769
5846.38,0.0773
5846.25,0.0772
5846.13,0.0768
5846.00,0.0765
5845.88,0.0764
5845.75,0.0765
5845.63,0.0768
5845.50,0.0771
5845.38,0.0777
5845.25,0.0788
5845.13,0.0802
5845.00,0.0807
5844.88,0.0798
5844.75,0.0786
5844.63,0.0782
5844.50,0.0783
5844.38,0.0777
5844.25,0.0764
5844.13,0.0758
5844.00,0.0763
5843.88,0.0773
5843.75,0.0777
5843.63,0.0771
5843.50,0.0763
5843.38,0.0764
5843.25,0.0776
5843.13,0.0785
5843.00,0.0779
5842.88,0.0766
5842.75,0.0763
5842.63,0.0776
5842.50,0.0787
5842.38,0.0782
5842.25,0.0772
5842.13,0.0774
5842.00,0.0782
5841.88,0.0784
5841.75,0.0778
5841.63,0.0775
5841.50,0.0777
5841.38,0.0775
5841.25,0.0770
5841.13,0.0766
5841.00,0.0766
5840.88,0.0764
5840.75,0.0764
5840.63,0.0773
5840.50,0.0783
5840.38,0.0780
5840.25,0.0765
5840.13,0.0755
5840.00,0.0759
5839.88,0.0768
5839.75,0.0769
5839.63,0.0766
5839.50,0.0769
5839.38,0.0778
5839.25,0.0785
5839.13,0.0785
5839.00,0.0782
5838.88,0.0781
5838.75,0.0785
5838.63,0.0791
5838.50,0.0791
5838.38,0.0783
5838.25,0.0771
5838.13,0.0764
5838.00,0.0764
5837.88,0.0765
5837.75,0.0764
5837.63,0.0760
5837.50,0.0756
5837.38,0.0754
5837.25,0.0757
5837.13,0.0765
5837.00,0.0770
5836.88,0.0772
5836.75,0.0778
5836.63,0.0788
5836.50,0.0788
5836.38,0.0773
5836.25,0.0759
5836.13,0.0765
5836.00,0.0781
5835.88,0.0783
5835.75,0.0770
5835.63,0.0763
5835.50,0.0771
5835.38,0.0780
5835.25,0.0779
5835.13,0.0774
5835.00,0.0776
5834.88,0.0781
5834.75,0.0780
5834.63,0.0775
5834.50,0.0770
5834.38,0.0770
5834.25,0.0777
5834.13,0.0790
5834.00,0.0799
5833.88,0.0792
5833.75,0.0776
5833.63,0.0769
5833.50,0.0775
5833.38,0.0780
5833.25,0.0773
5833.13,0.0767
5833.00,0.0771
5832.88,0.0778
5832.75,0.0775
5832.63,0.0767
5832.50,0.0765
5832.38,0.0772
5832.25,0.0776
5832.13,0.0777
5832.00,0.0778
5831.88,0.0780
5831.75,0.0777
5831.63,0.0771
5831.50,0.0766
5831.38,0.0766
5831.25,0.0770
5831.13,0.0777
5831.00,0.0782
5830.88,0.0781
5830.75,0.0777
5830.63,0.0777
5830.50,0.0781
5830.38,0.0779
5830.25,0.0773
5830.13,0.0775
5830.00,0.0790
5829.88,0.0800
5829.75,0.0794
5829.63,0.0780
5829.50,0.0773
5829.38,0.0774
5829.25,0.0776
5829.13,0.0778
5829.00,0.0784
5828.88,0.0787
5828.75,0.0782
5828.63,0.0778
5828.50,0.0782
5828.38,0.0782
5828.25,0.0774
5828.13,0.0766
5828.00,0.0773
5827.88,0.0786
5827.75,0.0787
5827.63,0.0778
5827.50,0.0774
5827.38,0.0776
5827.25,0.0772
5827.13,0.0762
5827.00,0.0757
5826.88,0.0762
5826.75,0.0767
5826.63,0.0772
5826.50,0.0783
5826.38,0.0794
5826.25,0.0792
5826.13,0.0778
5826.00,0.0771
5825.88,0.0777
5825.75,0.0782
5825.63,0.0775
5825.50,0.0766
5825.38,0.0767
5825.25,0.0773
5825.13,0.0771
5825.00,0.0763
5824.88,0.0757
5824.75,0.0759
5824.63,0.0765
5824.50,0.0772
