Created as New Dataset,Sample 024 By ir Date Thursday, May 14 2015
cm-1,A
4499.50,0.0800
4499.38,0.0801
4499.25,0.0799
4499.13,0.0796
4499.00,0.0795
4498.88,0.0798
4498.75,0.0803
4498.63,0.0805
4498.50,0.0806
4498.38,0.0807
4498.25,0.0808
4498.13,0.0806
4498.00,0.0804
4497.88,0.0802
4497.75,0.0802
4497.63,0.0801
4497.50,0.0799
4497.38,0.0798
4497.25,0.0798
4497.13,0.0796
4497.00,0.0793
4496.88,0.0790
4496.75,0.0790
4496.63,0.0793
4496.50,0.0796
4496.38,0.0800
4496.25,0.0803
4496.13,0.0804
4496.00,0.0804
4495.88,0.0805
4495.75,0.0807
4495.63,0.0807
4495.50,0.0805
4495.38,0.0802
4495.25,0.0803
4495.13,0.0805
4495.00,0.0806
4494.88,0.0803
4494.75,0.0799
4494.63,0.0795
4494.50,0.0793
4494.38,0.0793
4494.25,0.0796
4494.13,0.0798
4494.00,0.0797
4493.88,0.0795
4493.75,0.0797
4493.63,0.0800
4493.50,0.0803
4493.38,0.0802
4493.25,0.0802
4493.13,0.0805
4493.00,0.0809
4492.88,0.0813
4492.75,0.0815
4492.63,0.0814
4492.50,0.0811
4492.38,0.0806
4492.25,0.0803
4492.13,0.0799
4492.00,0.0793
4491.88,0.0789
4491.75,0.0791
4491.63,0.0796
4491.50,0.0799
4491.38,0.0796
4491.25,0.0791
4491.13,0.0789
4491.00,0.0792
4490.88,0.0798
4490.75,0.0805
4490.63,0.0808
4490.50,0.0807
4490.38,0.0804
4490.25,0.0802
4490.13,0.0803
4490.00,0.0803
4489.88,0.0801
4489.75,0.0797
4489.63,0.0795
4489.50,0.0796
4489.38,0.0800
4489.25,0.0802
4489.13,0.0801
4489.00,0.0798
4488.88,0.0795
4488.75,0.0797
4488.63,0.0800
4488.50,0.0801
4488.38,0.0797
4488.25,0.0794
4488.13,0.0794
4488.00,0.0797
4487.88,0.0801
4487.75,0.0804
4487.63,0.0807
4487.50,0.0809
4487.38,0.0808
4487.25,0.0806
4487.13,0.0808
4487.00,0.0811
4486.88,0.0810
4486.75,0.0806
4486.63,0.0802
4486.50,0.0801
4486.38,0.0801
4486.25,0.0802
4486.13,0.0801
4486.00,0.0799
4485.88,0.0797
4485.75,0.0798
4485.63,0.0800
4485.50,0.0802
4485.38,0.0803
4485.25,0.0803
4485.13,0.0805
4485.00,0.0807
4484.88,0.0807
4484.75,0.0805
4484.63,0.0805
4484.50,0.0807
4484.38,0.0809
4484.25,0.0807
4484.13,0.0803
4484.00,0.0800
4483.88,0.0799
4483.75,0.0798
4483.63,0.0795
4483.50,0.0791
4483.38,0.0789
4483.25,0.0791
4483.13,0.0797
4483.00,0.0800
4482.88,0.0800
4482.75,0.0799
4482.63,0.0801
4482.50,0.0806
4482.38,0.0809
4482.25,0.0808
4482.13,0.0805
4482.00,0.0801
4481.88,0.0798
4481.75,0.0797
4481.63,0.0798
4481.50,0.0798
4481.38,0.0798
4481.25,0.0799
4481.13,0.0803
4481.00,0.0805
4480.88,0.0802
4480.75,0.0796
4480.63,0.0793
4480.50,0.0793
4480.38,0.0792
4480.25,0.0792
4480.13,0.0795
4480.00,0.0800
4479.88,0.0802
4479.75,0.0799
4479.63,0.0798
4479.50,0.0803
4479.38,0.0810
4479.25,0.0815
4479.13,0.0817
4479.00,0.0816
4478.88,0.0813
4478.75,0.0809
4478.63,0.0805
4478.50,0.0801
4478.38,0.0795
4478.25,0.0789
4478.13,0.0788
4478.00,0.0791
4477.88,0.0794
4477.75,0.0793
4477.63,0.0795
4477.50,0.0802
4477.38,0.0809
4477.25,0.0809
4477.13,0.0808
4477.00,0.0810
4476.88,0.0812
4476.75,0.0809
4476.63,0.0804
4476.50,0.0804
4476.38,0.0811
4476.25,0.0815
4476.13,0.0814
4476.00,0.0811
4475.88,0.0806
4475.75,0.0800
4475.63,0.0793
4475.50,0.0789
4475.38,0.0789
4475.25,0.0791
4475.13,0.0794
4475.00,0.0796
4474.88,0.0797
4474.75,0.0795
4474.63,0.0796
4474.50,0.0801
4474.38,0.0807
4474.25,0.0807
4474.13,0.0805
4474.00,0.0806
4473.88,0.0812
4473.75,0.0813
4473.63,0.0808
4473.50,0.0805
4473.38,0.0809
4473.25,0.0814
4473.13,0.0814
4473.00,0.0809
4472.88,0.0804
4472.75,0.0800
4472.63,0.0795
4472.50,0.0791
4472.38,0.0790
4472.25,0.0792
4472.13,0.0795
4472.00,0.0796
4471.88,0.0797
4471.75,0.0797
4471.63,0.0797
4471.50,0.0801
4471.38,0.0808
4471.25,0.0810
4471.13,0.0805
4471.00,0.0799
4470.88,0.0798
4470.75,0.0803
4470.63,0.0807
4470.50,0.0809
4470.38,0.0810
4470.25,0.0809
4470.13,0.0806
4470.00,0.0803
4469.88,0.0802
4469.75,0.0803
4469.63,0.0802
4469.50,0.0800
4469.38,0.0798
4469.25,0.0799
4469.13,0.0799
4469.00,0.0800
4468.88,0.0802
4468.75,0.0804
4468.63,0.0805
4468.50,0.0805
4468.38,0.0804
4468.25,0.0804
4468.13,0.0804
4468.00,0.0806
4467.88,0.0809
4467.75,0.0811
4467.63,0.0811
4467.50,0.0809
4467.38,0.0804
4467.25,0.0798
4467.13,0.0792
4467.00,0.0789
4466.88,0.0790
4466.75,0.0795
4466.63,0.0800
4466.50,0.0803
4466.38,0.0803
4466.25,0.0803
4466.13,0.0802
4466.00,0.0802
4465.88,0.0806
4465.75,0.0809
4465.63,0.0810
4465.50,0.0807
4465.38,0.0803
4465.25,0.0801
4465.13,0.0803
4465.00,0.0806
4464.88,0.0806
4464.75,0.0802
4464.63,0.0795
4464.50,0.0790
4464.38,0.0790
4464.25,0.0795
4464.13,0.0798
4464.00,0.0797
4463.88,0.0794
4463.75,0.0793
4463.63,0.0796
4463.50,0.0802
4463.38,0.0805
4463.25,0.0807
4463.13,0.0806
4463.00,0.0804
4462.88,0.0804
4462.75,0.0808
4462.63,0.0812
4462.50,0.0815
4462.38,0.0814
4462.25,0.0811
4462.13,0.0806
4462.00,0.0802
4461.88,0.0800
4461.75,0.0797
4461.63,0.0794
4461.50,0.0790
4461.38,0.0789
4461.25,0.0790
4461.13,0.0793
4461.00,0.0796
4460.88,0.0798
4460.75,0.0802
4460.63,0.0806
4460.50,0.0808
4460.38,0.0808
4460.25,0.0808
4460.13,0.0808
4460.00,0.0807
4459.88,0.0805
4459.75,0.0803
4459.63,0.0804
4459.50,0.0805
4459.38,0.0807
4459.25,0.0805
4459.13,0.0803
4459.00,0.0800
4458.88,0.0799
4458.75,0.0799
4458.63,0.0801
4458.50,0.0805
4458.38,0.0808
4458.25,0.0807
4458.13,0.0803
4458.00,0.0801
4457.88,0.0803
4457.75,0.0806
4457.63,0.0805
4457.50,0.0801
4457.38,0.0797
4457.25,0.0797
4457.13,0.0800
4457.00,0.0801
4456.88,0.0802
4456.75,0.0802
4456.63,0.0803
4456.50,0.0803
4456.38,0.0801
4456.25,0.0798
4456.13,0.0796
4456.00,0.0799
4455.88,0.0803
4455.75,0.0806
4455.63,0.0804
4455.50,0.0800
4455.38,0.0799
4455.25,0.0802
4455.13,0.0807
4455.00,0.0809
4454.88,0.0809
4454.75,0.0807
4454.63,0.0803
4454.50,0.0800
4454.38,0.0800
4454.25,0.0803
4454.13,0.0807
4454.00,0.0808
4453.88,0.0806
4453.75,0.0805
4453.63,0.0802
4453.50,0.0797
4453.38,0.0792
4453.25,0.0792
4453.13,0.0796
4453.00,0.0800
4452.88,0.0801
4452.75,0.0802
4452.63,0.0803
4452.50,0.0802
4452.38,0.0802
4452.25,0.0804
4452.13,0.0810
4452.00,0.0814
4451.88,0.0811
4451.75,0.0805
4451.63,0.0802
4451.50,0.0804
4451.38,0.0808
4451.25,0.0811
4451.13,0.0811
4451.00,0.0809
4450.88,0.0807
4450.75,0.0805
4450.63,0.0804
4450.50,0.0802
4450.38,0.0799
4450.25,0.0799
4450.13,0.0801
4450.00,0.0803
4449.88,0.0804
4449.75,0.0804
4449.63,0.0806
4449.50,0.0808
4449.38,0.0806
4449.25,0.0802
4449.13,0.0800
4449.00,0.0801
4448.88,0.0803
4448.75,0.0804
4448.63,0.0804
4448.50,0.0802
4448.38,0.0801
4448.25,0.0800
4448.13,0.0800
4448.00,0.0801
4447.88,0.0801
4447.75,0.0801
4447.63,0.0800
4447.50,0.0799
4447.38,0.0798
4447.25,0.0797
4447.13,0.0798
4447.00,0.0801
4446.88,0.0806
4446.75,0.0809
4446.63,0.0809
4446.50,0.0805
4446.38,0.0803
4446.25,0.0804
4446.13,0.0805
4446.00,0.0805
4445.88,0.0804
4445.75,0.0805
4445.63,0.0807
4445.50,0.0808
4445.38,0.0806
4445.25,0.0804
4445.13,0.0802
4445.00,0.0802
4444.88,0.0802
4444.75,0.0804
4444.63,0.0806
4444.50,0.0807
4444.38,0.0805
4444.25,0.0802
4444.13,0.0800
4444.00,0.0798
4443.88,0.0798
4443.75,0.0798
4443.63,0.0800
4443.50,0.0803
4443.38,0.0805
4443.25,0.0807
4443.13,0.0806
4443.00,0.0803
4442.88,0.0799
4442.75,0.0797
4442.63,0.0799
4442.50,0.0801
4442.38,0.0802
4442.25,0.0802
4442.13,0.0804
4442.00,0.0805
4441.88,0.0804
4441.75,0.0801
4441.63,0.0801
4441.50,0.0801
4441.38,0.0798
4441.25,0.0794
4441.13,0.0794
4441.00,0.0800
4440.88,0.0804
4440.75,0.0803
4440.63,0.0799
4440.50,0.0796
4440.38,0.0794
4440.25,0.0795
4440.13,0.0798
4440.00,0.0801
4439.88,0.0802
4439.75,0.0802
4439.63,0.0803
4439.50,0.0805
4439.38,0.0806
4439.25,0.0803
4439.13,0.0801
4439.00,0.0800
4438.88,0.0798
4438.75,0.0796
4438.63,0.0795
4438.50,0.0798
4438.38,0.0802
4438.25,0.0802
4438.13,0.0801
4438.00,0.0802
4437.88,0.0806
4437.75,0.0808
4437.63,0.0809
4437.50,0.0811
4437.38,0.0813
4437.25,0.0812
4437.13,0.0808
4437.00,0.0806
4436.88,0.0807
4436.75,0.0808
4436.63,0.0807
4436.50,0.0805
4436.38,0.0803
4436.25,0.0802
4436.13,0.0799
4436.00,0.0796
4435.88,0.0794
4435.75,0.0796
4435.63,0.0800
4435.50,0.0804
4435.38,0.0807
4435.25,0.0807
4435.13,0.0805
4435.00,0.0804
4434.88,0.0802
4434.75,0.0799
4434.63,0.0795
4434.50,0.0793
4434.38,0.0794
4434.25,0.0796
4434.13,0.0799
4434.00,0.0800
4433.88,0.0800
4433.75,0.0799
4433.63,0.0800
4433.50,0.0805
4433.38,0.0811
4433.25,0.0812
4433.13,0.0810
4433.00,0.0806
4432.88,0.0806
4432.75,0.0810
4432.63,0.0814
4432.50,0.0812
4432.38,0.0807
4432.25,0.0803
4432.13,0.0804
4432.00,0.0809
4431.88,0.0812
4431.75,0.0810
4431.63,0.0805
4431.50,0.0799
4431.38,0.0795
4431.25,0.0795
4431.13,0.0799
4431.00,0.0803
4430.88,0.0805
4430.75,0.0804
4430.63,0.0804
4430.50,0.0806
4430.38,0.0810
4430.25,0.0811
4430.13,0.0810
4430.00,0.0810
4429.88,0.0813
4429.75,0.0814
4429.63,0.0813
4429.50,0.0810
4429.38,0.0808
4429.25,0.0806
4429.13,0.0803
4429.00,0.0800
4428.88,0.0798
4428.75,0.0799
4428.63,0.0802
4428.50,0.0804
4428.38,0.0806
4428.25,0.0805
4428.13,0.0802
4428.00,0.0796
4427.88,0.0790
4427.75,0.0789
4427.63,0.0794
4427.50,0.0804
4427.38,0.0811
4427.25,0.0813
4427.13,0.0813
4427.00,0.0811
4426.88,0.0809
4426.75,0.0806
4426.63,0.0804
4426.50,0.0804
4426.38,0.0805
4426.25,0.0806
4426.13,0.0804
4426.00,0.0801
4425.88,0.0799
4425.75,0.0800
4425.63,0.0805
4425.50,0.0809
4425.38,0.0810
4425.25,0.0808
4425.13,0.0805
4425.00,0.0803
4424.88,0.0801
4424.75,0.0799
4424.63,0.0802
4424.50,0.0806
4424.38,0.0809
4424.25,0.0808
4424.13,0.0806
4424.00,0.0808
4423.88,0.0811
4423.75,0.0813
4423.63,0.0813
4423.50,0.0813
4423.38,0.0812
4423.25,0.0811
4423.13,0.0809
4423.00,0.0808
4422.88,0.0807
4422.75,0.0804
4422.63,0.0800
4422.50,0.0797
4422.38,0.0798
4422.25,0.0801
4422.13,0.0804
4422.00,0.0804
4421.88,0.0803
4421.75,0.0802
4421.63,0.0803
4421.50,0.0807
4421.38,0.0810
4421.25,0.0811
4421.13,0.0809
4421.00,0.0805
4420.88,0.0802
4420.75,0.0801
4420.63,0.0802
4420.50,0.0805
4420.38,0.0809
4420.25,0.0809
4420.13,0.0805
4420.00,0.0798
4419.88,0.0793
4419.75,0.0793
4419.63,0.0796
4419.50,0.0800
4419.38,0.0801
4419.25,0.0801
4419.13,0.0802
4419.00,0.0808
4418.88,0.0814
4418.75,0.0816
4418.63,0.0812
4418.50,0.0805
4418.38,0.0802
4418.25,0.0805
4418.13,0.0810
4418.00,0.0811
4417.88,0.0806
4417.75,0.0798
4417.63,0.0794
4417.50,0.0796
4417.38,0.0800
4417.25,0.0804
4417.13,0.0806
4417.00,0.0805
4416.88,0.0801
4416.75,0.0797
4416.63,0.0795
4416.50,0.0798
4416.38,0.0803
4416.25,0.0806
4416.13,0.0809
4416.00,0.0811
4415.88,0.0811
4415.75,0.0810
4415.63,0.0807
4415.50,0.0803
4415.38,0.0800
4415.25,0.0799
4415.13,0.0801
4415.00,0.0804
4414.88,0.0805
4414.75,0.0802
4414.63,0.0800
4414.50,0.0802
4414.38,0.0805
4414.25,0.0804
4414.13,0.0801
4414.00,0.0799
4413.88,0.0799
4413.75,0.0801
4413.63,0.0803
4413.50,0.0806
4413.38,0.0807
4413.25,0.0804
4413.13,0.0799
4413.00,0.0796
4412.88,0.0796
4412.75,0.0797
4412.63,0.0798
4412.50,0.0798
4412.38,0.0798
4412.25,0.0799
4412.13,0.0804
4412.00,0.0811
4411.88,0.0814
4411.75,0.0810
4411.63,0.0802
4411.50,0.0799
4411.38,0.0802
4411.25,0.0807
4411.13,0.0811
4411.00,0.0815
4410.88,0.0816
4410.75,0.0813
4410.63,0.0807
4410.50,0.0805
4410.38,0.0807
4410.25,0.0810
4410.13,0.0810
4410.00,0.0808
4409.88,0.0806
4409.75,0.0804
4409.63,0.0802
4409.50,0.0801
4409.38,0.0800
4409.25,0.0797
4409.13,0.0795
4409.00,0.0796
4408.88,0.0802
4408.75,0.0808
4408.63,0.0809
4408.50,0.0805
4408.38,0.0801
4408.25,0.0797
4408.13,0.0795
4408.00,0.0798
4407.88,0.0805
4407.75,0.0811
4407.63,0.0812
4407.50,0.0810
4407.38,0.0807
4407.25,0.0804
4407.13,0.0804
4407.00,0.0807
4406.88,0.0809
4406.75,0.0807
4406.63,0.0801
4406.50,0.0798
4406.38,0.0798
4406.25,0.0800
4406.13,0.0799
4406.00,0.0798
4405.88,0.0798
4405.75,0.0799
4405.63,0.0801
4405.50,0.0803
4405.38,0.0807
4405.25,0.0810
4405.13,0.0809
4405.00,0.0805
4404.88,0.0803
4404.75,0.0807
4404.63,0.0811
4404.50,0.0810
4404.38,0.0805
4404.25,0.0801
4404.13,0.0801
4404.00,0.0807
4403.88,0.0811
4403.75,0.0808
4403.63,0.0801
4403.50,0.0797
4403.38,0.0800
4403.25,0.0806
4403.13,0.0807
4403.00,0.0804
4402.88,0.0802
4402.75,0.0800
4402.63,0.0797
4402.50,0.0795
4402.38,0.0797
4402.25,0.0804
4402.13,0.0810
4402.00,0.0811
4401.88,0.0808
4401.75,0.0803
4401.63,0.0799
4401.50,0.0796
4401.38,0.0795
4401.25,0.0797
4401.13,0.0800
4401.00,0.0804
4400.88,0.0808
4400.75,0.0809
4400.63,0.0809
4400.50,0.0809
4400.38,0.0807
4400.25,0.0803
4400.13,0.0798
4400.00,0.0796
4399.88,0.0799
4399.75,0.0804
4399.63,0.0807
4399.50,0.0806
4399.38,0.0806
4399.25,0.0807
4399.13,0.0807
4399.00,0.0806
4398.88,0.0804
4398.75,0.0805
4398.63,0.0807
4398.50,0.0808
4398.38,0.0807
4398.25,0.0805
4398.13,0.0804
4398.00,0.0802
4397.88,0.0800
4397.75,0.0799
4397.63,0.0799
4397.50,0.0801
4397.38,0.0804
4397.25,0.0807
4397.13,0.0808
4397.00,0.0807
4396.88,0.0803
4396.75,0.0798
4396.63,0.0795
4396.50,0.0799
4396.38,0.0807
4396.25,0.0815
4396.13,0.0815
4396.00,0.0810
4395.88,0.0807
4395.75,0.0807
4395.63,0.0808
4395.50,0.0808
4395.38,0.0805
4395.25,0.0804
4395.13,0.0805
4395.00,0.0810
4394.88,0.0814
4394.75,0.0814
4394.63,0.0812
4394.50,0.0808
4394.38,0.0805
4394.25,0.0801
4394.13,0.0799
4394.00,0.0799
4393.88,0.0802
4393.75,0.0804
4393.63,0.0803
4393.50,0.0800
4393.38,0.0797
4393.25,0.0797
4393.13,0.0800
4393.00,0.0803
4392.88,0.0808
4392.75,0.0811
4392.63,0.0811
4392.50,0.0807
4392.38,0.0804
4392.25,0.0801
4392.13,0.0799
4392.00,0.0799
4391.88,0.0802
4391.75,0.0808
4391.63,0.0813
4391.50,0.0815
4391.38,0.0812
4391.25,0.0807
4391.13,0.0800
4391.00,0.0794
4390.88,0.0791
4390.75,0.0793
4390.63,0.0797
4390.50,0.0801
4390.38,0.0804
4390.25,0.0804
4390.13,0.0803
4390.00,0.0802
4389.88,0.0805
4389.75,0.0808
4389.63,0.0810
4389.50,0.0809
4389.38,0.0808
4389.25,0.0809
4389.13,0.0809
4389.00,0.0808
4388.88,0.0805
4388.75,0.0803
4388.63,0.0804
4388.50,0.0808
4388.38,0.0809
4388.25,0.0809
4388.13,0.0807
4388.00,0.0807
4387.88,0.0808
4387.75,0.0809
4387.63,0.0809
4387.50,0.0808
4387.38,0.0806
4387.25,0.0805
4387.13,0.0803
4387.00,0.0804
4386.88,0.0806
4386.75,0.0808
4386.63,0.0808
4386.50,0.0807
4386.38,0.0803
4386.25,0.0799
4386.13,0.0799
4386.00,0.0803
4385.88,0.0808
4385.75,0.0810
4385.63,0.0807
4385.50,0.0804
4385.38,0.0803
4385.25,0.0802
4385.13,0.0801
4385.00,0.0799
4384.88,0.0799
4384.75,0.0801
4384.63,0.0804
4384.50,0.0807
4384.38,0.0810
4384.25,0.0811
4384.13,0.0811
4384.00,0.0808
4383.88,0.0804
4383.75,0.0800
4383.63,0.0799
4383.50,0.0801
4383.38,0.0805
4383.25,0.0804
4383.13,0.0800
4383.00,0.0797
4382.88,0.0799
4382.75,0.0805
4382.63,0.0809
4382.50,0.0808
4382.38,0.0808
4382.25,0.0809
4382.13,0.0811
4382.00,0.0811
4381.88,0.0809
4381.75,0.0806
4381.63,0.0805
4381.50,0.0807
4381.38,0.0813
4381.25,0.0818
4381.13,0.0816
4381.00,0.0808
4380.88,0.0802
4380.75,0.0801
4380.63,0.0803
4380.50,0.0802
4380.38,0.0800
4380.25,0.0800
4380.13,0.0802
4380.00,0.0806
4379.88,0.0810
4379.75,0.0811
4379.63,0.0808
4379.50,0.0805
4379.38,0.0804
4379.25,0.0807
4379.13,0.0809
4379.00,0.0808
4378.88,0.0807
4378.75,0.0808
4378.63,0.0810
4378.50,0.0810
4378.38,0.0809
4378.25,0.0807
4378.13,0.0806
4378.00,0.0804
4377.88,0.0802
4377.75,0.0802
4377.63,0.0802
4377.50,0.0801
4377.38,0.0799
4377.25,0.0798
4377.13,0.0800
4377.00,0.0802
4376.88,0.0804
4376.75,0.0806
4376.63,0.0809
4376.50,0.0812
4376.38,0.0814
4376.25,0.0812
4376.13,0.0806
4376.00,0.0799
4375.88,0.0796
4375.75,0.0799
4375.63,0.0807
4375.50,0.0812
4375.38,0.0810
4375.25,0.0803
4375.13,0.0799
4375.00,0.0797
4374.88,0.0798
4374.75,0.0801
4374.63,0.0806
4374.50,0.0810
4374.38,0.0811
4374.25,0.0808
4374.13,0.0806
4374.00,0.0806
4373.88,0.0807
4373.75,0.0808
4373.63,0.0809
4373.50,0.0810
4373.38,0.0810
4373.25,0.0810
4373.13,0.0809
4373.00,0.0809
4372.88,0.0807
4372.75,0.0803
4372.63,0.0800
4372.50,0.0801
4372.38,0.0805
4372.25,0.0808
4372.13,0.0809
4372.00,0.0806
4371.88,0.0804
4371.75,0.0803
4371.63,0.0806
4371.50,0.0812
4371.38,0.0816
4371.25,0.0815
4371.13,0.0812
4371.00,0.0809
4370.88,0.0808
4370.75,0.0806
4370.63,0.0804
4370.50,0.0804
4370.38,0.0805
4370.25,0.0805
4370.13,0.0804
4370.00,0.0802
4369.88,0.0802
4369.75,0.0802
4369.63,0.0800
4369.50,0.0799
4369.38,0.0799
4369.25,0.0801
4369.13,0.0802
4369.00,0.0802
4368.88,0.0801
4368.75,0.0801
4368.63,0.0801
4368.50,0.0802
4368.38,0.0802
4368.25,0.0803
4368.13,0.0807
4368.00,0.0813
4367.88,0.0817
4367.75,0.0817
4367.63,0.0814
4367.50,0.0811
4367.38,0.0812
4367.25,0.0813
4367.13,0.0810
4367.00,0.0805
4366.88,0.0803
4366.75,0.0804
4366.63,0.0807
4366.50,0.0807
4366.38,0.0805
4366.25,0.0800
4366.13,0.0797
4366.00,0.0798
4365.88,0.0802
4365.75,0.0807
4365.63,0.0808
4365.50,0.0806
4365.38,0.0805
4365.25,0.0807
4365.13,0.0810
4365.00,0.0809
4364.88,0.0804
4364.75,0.0797
4364.63,0.0793
4364.50,0.0794
4364.38,0.0798
4364.25,0.0804
4364.13,0.0808
4364.00,0.0809
4363.88,0.0806
4363.75,0.0802
4363.63,0.0802
4363.50,0.0805
4363.38,0.0808
4363.25,0.0808
4363.13,0.0806
4363.00,0.0806
4362.88,0.0809
4362.75,0.0811
4362.63,0.0810
4362.50,0.0809
4362.38,0.0811
4362.25,0.0814
4362.13,0.0813
4362.00,0.0808
4361.88,0.0805
4361.75,0.0807
4361.63,0.0810
4361.50,0.0808
4361.38,0.0804
4361.25,0.0801
4361.13,0.0802
4361.00,0.0802
4360.88,0.0800
4360.75,0.0798
4360.63,0.0800
4360.50,0.0803
4360.38,0.0805
4360.25,0.0804
4360.13,0.0802
4360.00,0.0802
4359.88,0.0804
4359.75,0.0805
4359.63,0.0806
4359.50,0.0807
4359.38,0.0809
4359.25,0.0811
4359.13,0.0809
4359.00,0.0806
4358.88,0.0805
4358.75,0.0805
4358.63,0.0803
4358.50,0.0800
4358.38,0.0801
4358.25,0.0804
4358.13,0.0807
4358.00,0.0805
4357.88,0.0800
4357.75,0.0799
4357.63,0.0803
4357.50,0.0806
4357.38,0.0806
4357.25,0.0805
4357.13,0.0805
4357.00,0.0808
4356.88,0.0809
4356.75,0.0806
4356.63,0.0801
4356.50,0.0800
4356.38,0.0804
4356.25,0.0808
4356.13,0.0809
4356.00,0.0807
4355.88,0.0805
4355.75,0.0805
4355.63,0.0807
4355.50,0.0806
4355.38,0.0803
4355.25,0.0801
4355.13,0.0803
4355.00,0.0807
4354.88,0.0809
4354.75,0.0808
4354.63,0.0806
4354.50,0.0806
4354.38,0.0805
4354.25,0.0802
4354.13,0.0799
4354.00,0.0801
4353.88,0.0805
4353.75,0.0809
4353.63,0.0808
4353.50,0.0806
4353.38,0.0805
4353.25,0.0805
4353.13,0.0807
4353.00,0.0806
4352.88,0.0803
4352.75,0.0801
4352.63,0.0803
4352.50,0.0808
4352.38,0.0811
4352.25,0.0808
4352.13,0.0803
4352.00,0.0801
4351.88,0.0805
4351.75,0.0810
4351.63,0.0813
4351.50,0.0814
4351.38,0.0815
4351.25,0.0814
4351.13,0.0810
4351.00,0.0806
4350.88,0.0804
4350.75,0.0804
4350.63,0.0804
4350.50,0.0804
4350.38,0.0804
4350.25,0.0804
4350.13,0.0804
4350.00,0.0804
4349.88,0.0803
4349.75,0.0803
4349.63,0.0804
4349.50,0.0806
4349.38,0.0809
4349.25,0.0810
4349.13,0.0810
4349.00,0.0812
4348.88,0.0815
4348.75,0.0816
4348.63,0.0812
4348.50,0.0807
4348.38,0.0805
4348.25,0.0808
4348.13,0.0811
4348.00,0.0811
4347.88,0.0808
4347.75,0.0807
4347.63,0.0806
4347.50,0.0804
4347.38,0.0800
4347.25,0.0798
4347.13,0.0799
4347.00,0.0804
4346.88,0.0807
4346.75,0.0805
4346.63,0.0801
4346.50,0.0802
4346.38,0.0808
4346.25,0.0812
4346.13,0.0811
4346.00,0.0808
4345.88,0.0807
4345.75,0.0811
4345.63,0.0814
4345.50,0.0815
4345.38,0.0814
4345.25,0.0813
4345.13,0.0811
4345.00,0.0806
4344.88,0.0802
4344.75,0.0802
4344.63,0.0804
4344.50,0.0805
4344.38,0.0803
4344.25,0.0802
4344.13,0.0803
4344.00,0.0807
4343.88,0.0811
4343.75,0.0811
4343.63,0.0808
4343.50,0.0807
4343.38,0.0808
4343.25,0.0810
4343.13,0.0811
4343.00,0.0809
4342.88,0.0807
4342.75,0.0804
4342.63,0.0801
4342.50,0.0798
4342.38,0.0798
4342.25,0.0801
4342.13,0.0804
4342.00,0.0807
4341.88,0.0807
4341.75,0.0807
4341.63,0.0806
4341.50,0.0803
4341.38,0.0799
4341.25,0.0800
4341.13,0.0804
4341.00,0.0810
4340.88,0.0811
4340.75,0.0810
4340.63,0.0808
4340.50,0.0809
4340.38,0.0812
4340.25,0.0816
4340.13,0.0819
4340.00,0.0819
4339.88,0.0816
4339.75,0.0812
4339.63,0.0807
4339.50,0.0802
4339.38,0.0799
4339.25,0.0800
4339.13,0.0802
4339.00,0.0804
4338.88,0.0804
4338.75,0.0802
4338.63,0.0801
4338.50,0.0801
4338.38,0.0802
4338.25,0.0804
4338.13,0.0808
4338.00,0.0811
4337.88,0.0812
4337.75,0.0812
4337.63,0.0815
4337.50,0.0821
4337.38,0.0824
4337.25,0.0820
4337.13,0.0812
4337.00,0.0806
4336.88,0.0803
4336.75,0.0805
4336.63,0.0806
4336.50,0.0805
4336.38,0.0801
4336.25,0.0797
4336.13,0.0799
4336.00,0.0805
4335.88,0.0811
4335.75,0.0810
4335.63,0.0807
4335.50,0.0805
4335.38,0.0808
4335.25,0.0810
4335.13,0.0811
4335.00,0.0810
4334.88,0.0810
4334.75,0.0808
4334.63,0.0805
4334.50,0.0806
4334.38,0.0807
4334.25,0.0808
4334.13,0.0807
4334.00,0.0804
4333.88,0.0802
4333.75,0.0798
4333.63,0.0795
4333.50,0.0795
4333.38,0.0799
4333.25,0.0804
4333.13,0.0806
4333.00,0.0806
4332.88,0.0806
4332.75,0.0806
4332.63,0.0807
4332.50,0.0808
4332.38,0.0809
4332.25,0.0808
4332.13,0.0808
4332.00,0.0811
4331.88,0.0816
4331.75,0.0816
4331.63,0.0811
4331.50,0.0804
4331.38,0.0802
4331.25,0.0803
4331.13,0.0805
4331.00,0.0805
4330.88,0.0806
4330.75,0.0806
4330.63,0.0803
4330.50,0.0798
4330.38,0.0796
4330.25,0.0798
4330.13,0.0802
4330.00,0.0808
4329.88,0.0814
4329.75,0.0816
4329.63,0.0815
4329.50,0.0815
4329.38,0.0817
4329.25,0.0818
4329.13,0.0813
4329.00,0.0805
4328.88,0.0802
4328.75,0.0806
4328.63,0.0812
4328.50,0.0813
4328.38,0.0809
4328.25,0.0803
4328.13,0.0799
4328.00,0.0798
4327.88,0.0797
4327.75,0.0797
4327.63,0.0799
4327.50,0.0805
4327.38,0.0811
4327.25,0.0816
4327.13,0.0818
4327.00,0.0818
4326.88,0.0817
4326.75,0.0815
4326.63,0.0811
4326.50,0.0809
4326.38,0.0809
4326.25,0.0810
4326.13,0.0806
4326.00,0.0799
4325.88,0.0795
4325.75,0.0798
4325.63,0.0802
4325.50,0.0803
4325.38,0.0799
4325.25,0.0795
4325.13,0.0796
